UserID,DeviceType,PurchaseDate,OnboardingVersion,CohortMonth
11092,Smart Doorbell,2022-03-10,Control,2022-03
11093,Smart Doorbell,2022-10-28,Control,2022-10
11094,Security Camera,2022-12-28,Control,2022-12
11095,Security Camera,2022-05-17,Variant,2022-05
11096,Security Camera,2022-04-10,Variant,2022-04
11097,Security Camera,2022-05-26,Control,2022-05
11098,Smart Doorbell,2022-01-09,Control,2022-01
11099,Security Camera,2022-03-03,Control,2022-03
11100,Security Camera,2022-07-04,Variant,2022-07
11101,Smart Doorbell,2022-01-29,Control,2022-01
11102,Smart Doorbell,2022-04-24,Control,2022-04
11103,Smart Doorbell,2022-05-23,Variant,2022-05
11104,Smart Doorbell,2022-04-30,Variant,2022-04
11105,Security Camera,2022-06-19,Control,2022-06
11106,Security Camera,2022-06-06,Control,2022-06
11107,Smart Doorbell,2022-12-01,Control,2022-12
11108,Smart Doorbell,2022-12-15,Variant,2022-12
11109,Security Camera,2022-09-17,Variant,2022-09
11110,Smart Doorbell,2022-03-23,Control,2022-03
11111,Security Camera,2022-08-30,Variant,2022-08
11112,Security Camera,2022-06-21,Control,2022-06
11113,Smart Doorbell,2022-08-19,Control,2022-08
11114,Smart Doorbell,2022-07-27,Control,2022-07
11115,Smart Doorbell,2022-03-16,Control,2022-03
11116,Security Camera,2022-09-27,Control,2022-09
11117,Smart Doorbell,2022-04-24,Control,2022-04
11118,Security Camera,2022-03-03,Control,2022-03
11119,Security Camera,2022-12-28,Control,2022-12
11120,Smart Doorbell,2022-11-16,Variant,2022-11
11121,Smart Doorbell,2022-04-12,Control,2022-04
11122,Smart Doorbell,2022-12-28,Control,2022-12
11123,Smart Doorbell,2022-07-29,Variant,2022-07
11124,Smart Doorbell,2022-09-12,Variant,2022-09
11125,Smart Doorbell,2022-01-20,Variant,2022-01
11126,Security Camera,2022-02-27,Control,2022-02
11127,Smart Doorbell,2022-04-22,Control,2022-04
11128,Security Camera,2022-11-09,Variant,2022-11
11129,Security Camera,2022-07-15,Variant,2022-07
11130,Smart Doorbell,2022-12-19,Control,2022-12
11131,Smart Doorbell,2022-04-02,Variant,2022-04
11132,Security Camera,2022-02-21,Control,2022-02
11133,Security Camera,2022-10-20,Variant,2022-10
11134,Smart Doorbell,2022-01-08,Variant,2022-01
11135,Security Camera,2022-10-27,Variant,2022-10
11136,Smart Doorbell,2022-04-08,Variant,2022-04
11137,Smart Doorbell,2022-08-24,Variant,2022-08
11138,Smart Doorbell,2022-03-10,Control,2022-03
11139,Smart Doorbell,2022-02-14,Control,2022-02
11140,Smart Doorbell,2022-05-17,Control,2022-05
11141,Security Camera,2022-08-22,Control,2022-08
11142,Smart Doorbell,2022-02-01,Variant,2022-02
11143,Smart Doorbell,2022-10-16,Control,2022-10
11144,Security Camera,2022-05-06,Control,2022-05
11145,Smart Doorbell,2022-03-08,Variant,2022-03
11146,Smart Doorbell,2022-01-30,Variant,2022-01
11147,Smart Doorbell,2022-04-24,Control,2022-04
11148,Smart Doorbell,2022-07-23,Control,2022-07
11149,Smart Doorbell,2022-01-29,Control,2022-01
11150,Smart Doorbell,2022-05-11,Variant,2022-05
11151,Smart Doorbell,2022-07-04,Control,2022-07
11152,Smart Doorbell,2022-09-10,Variant,2022-09
11153,Smart Doorbell,2022-10-13,Control,2022-10
11154,Smart Doorbell,2022-03-03,Control,2022-03
11155,Smart Doorbell,2022-01-03,Variant,2022-01
11156,Security Camera,2022-03-09,Control,2022-03
11157,Smart Doorbell,2022-01-25,Control,2022-01
11158,Smart Doorbell,2022-06-28,Control,2022-06
11159,Security Camera,2022-05-21,Control,2022-05
11160,Smart Doorbell,2022-08-19,Variant,2022-08
11161,Security Camera,2022-10-27,Control,2022-10
11162,Security Camera,2022-06-12,Control,2022-06
11163,Smart Doorbell,2022-11-07,Control,2022-11
11164,Security Camera,2022-05-10,Variant,2022-05
11165,Smart Doorbell,2022-09-03,Variant,2022-09
11166,Smart Doorbell,2022-10-24,Variant,2022-10
11167,Smart Doorbell,2022-06-21,Variant,2022-06
11168,Security Camera,2022-03-05,Control,2022-03
11169,Security Camera,2022-01-31,Control,2022-01
11170,Smart Doorbell,2022-02-16,Control,2022-02
11171,Smart Doorbell,2022-05-10,Control,2022-05
11172,Smart Doorbell,2022-12-18,Control,2022-12
11173,Security Camera,2022-11-29,Variant,2022-11
11174,Smart Doorbell,2022-04-20,Variant,2022-04
11175,Smart Doorbell,2022-03-10,Variant,2022-03
11176,Smart Doorbell,2022-02-27,Control,2022-02
11177,Security Camera,2022-04-16,Variant,2022-04
11178,Smart Doorbell,2022-10-27,Variant,2022-10
11179,Smart Doorbell,2022-11-26,Variant,2022-11
11180,Smart Doorbell,2022-09-13,Control,2022-09
11181,Security Camera,2022-11-08,Control,2022-11
11182,Smart Doorbell,2022-06-20,Control,2022-06
11183,Smart Doorbell,2022-06-11,Control,2022-06
11184,Security Camera,2022-10-13,Variant,2022-10
11185,Smart Doorbell,2022-03-12,Control,2022-03
11186,Smart Doorbell,2022-09-12,Control,2022-09
11187,Security Camera,2022-02-24,Variant,2022-02
11188,Security Camera,2022-11-19,Variant,2022-11
11189,Smart Doorbell,2022-01-03,Control,2022-01
11190,Security Camera,2022-01-26,Variant,2022-01
11191,Smart Doorbell,2022-11-09,Control,2022-11
11192,Security Camera,2022-05-06,Control,2022-05
11193,Smart Doorbell,2022-02-22,Control,2022-02
11194,Security Camera,2022-07-17,Variant,2022-07
11195,Smart Doorbell,2022-10-26,Variant,2022-10
11196,Smart Doorbell,2022-07-07,Control,2022-07
11197,Smart Doorbell,2022-07-05,Variant,2022-07
11198,Smart Doorbell,2022-11-01,Control,2022-11
11199,Security Camera,2022-10-25,Variant,2022-10
11200,Smart Doorbell,2022-07-23,Control,2022-07
11201,Security Camera,2022-01-11,Control,2022-01
11202,Security Camera,2022-12-25,Variant,2022-12
11203,Security Camera,2022-12-20,Variant,2022-12
11204,Smart Doorbell,2022-05-26,Control,2022-05
11205,Smart Doorbell,2022-03-26,Control,2022-03
11206,Smart Doorbell,2022-04-10,Control,2022-04
11207,Smart Doorbell,2022-04-14,Control,2022-04
11208,Security Camera,2022-02-15,Variant,2022-02
11209,Smart Doorbell,2022-02-13,Variant,2022-02
11210,Smart Doorbell,2022-10-05,Control,2022-10
11211,Smart Doorbell,2022-06-30,Control,2022-06
11212,Security Camera,2022-07-06,Variant,2022-07
11213,Smart Doorbell,2022-04-24,Control,2022-04
11214,Smart Doorbell,2022-09-12,Variant,2022-09
11215,Security Camera,2022-01-30,Control,2022-01
11216,Security Camera,2022-09-21,Variant,2022-09
11217,Smart Doorbell,2022-04-08,Variant,2022-04
11218,Smart Doorbell,2022-11-09,Variant,2022-11
11219,Security Camera,2022-11-25,Variant,2022-11
11220,Smart Doorbell,2022-04-25,Control,2022-04
11221,Security Camera,2022-10-03,Variant,2022-10
11222,Smart Doorbell,2022-10-08,Variant,2022-10
11223,Smart Doorbell,2022-10-02,Control,2022-10
11224,Smart Doorbell,2022-09-18,Control,2022-09
11225,Smart Doorbell,2022-11-27,Control,2022-11
11226,Security Camera,2022-07-26,Control,2022-07
11227,Security Camera,2022-11-24,Control,2022-11
11228,Smart Doorbell,2022-07-30,Variant,2022-07
11229,Smart Doorbell,2022-08-03,Control,2022-08
11230,Smart Doorbell,2022-02-09,Variant,2022-02
11231,Security Camera,2022-01-26,Control,2022-01
11232,Security Camera,2022-01-27,Control,2022-01
11233,Security Camera,2022-07-09,Control,2022-07
11234,Smart Doorbell,2022-03-24,Control,2022-03
11235,Security Camera,2022-06-19,Control,2022-06
11236,Smart Doorbell,2022-06-16,Control,2022-06
11237,Smart Doorbell,2022-07-07,Control,2022-07
11238,Smart Doorbell,2022-06-18,Variant,2022-06
11239,Security Camera,2022-10-16,Variant,2022-10
11240,Smart Doorbell,2022-08-17,Control,2022-08
11241,Smart Doorbell,2022-04-07,Variant,2022-04
11242,Smart Doorbell,2022-01-16,Variant,2022-01
11243,Smart Doorbell,2022-10-06,Control,2022-10
11244,Smart Doorbell,2022-05-15,Variant,2022-05
11245,Smart Doorbell,2022-01-26,Variant,2022-01
11246,Security Camera,2022-12-18,Control,2022-12
11247,Security Camera,2022-01-12,Control,2022-01
11248,Smart Doorbell,2022-03-13,Control,2022-03
11249,Smart Doorbell,2022-05-13,Control,2022-05
11250,Smart Doorbell,2022-04-16,Variant,2022-04
11251,Smart Doorbell,2022-08-08,Control,2022-08
11252,Security Camera,2022-06-26,Variant,2022-06
11253,Security Camera,2022-10-09,Variant,2022-10
11254,Smart Doorbell,2022-05-13,Variant,2022-05
11255,Smart Doorbell,2022-01-22,Variant,2022-01
11256,Security Camera,2022-09-26,Control,2022-09
11257,Smart Doorbell,2022-06-10,Control,2022-06
11258,Security Camera,2022-04-17,Variant,2022-04
11259,Smart Doorbell,2022-10-06,Control,2022-10
11260,Security Camera,2022-12-19,Control,2022-12
11261,Smart Doorbell,2022-08-23,Variant,2022-08
11262,Security Camera,2022-01-18,Variant,2022-01
11263,Smart Doorbell,2022-08-30,Control,2022-08
11264,Security Camera,2022-04-27,Variant,2022-04
11265,Security Camera,2022-10-13,Variant,2022-10
11266,Security Camera,2022-10-09,Control,2022-10
11267,Smart Doorbell,2022-05-24,Control,2022-05
11268,Smart Doorbell,2022-07-24,Variant,2022-07
11269,Security Camera,2022-02-08,Control,2022-02
11270,Smart Doorbell,2022-06-03,Control,2022-06
11271,Smart Doorbell,2022-06-25,Control,2022-06
11272,Smart Doorbell,2022-08-29,Variant,2022-08
11273,Security Camera,2022-05-14,Control,2022-05
11274,Smart Doorbell,2022-02-15,Control,2022-02
11275,Security Camera,2022-02-19,Control,2022-02
11276,Security Camera,2022-06-15,Variant,2022-06
11277,Smart Doorbell,2022-04-16,Control,2022-04
11278,Security Camera,2022-08-04,Variant,2022-08
11279,Smart Doorbell,2022-05-26,Variant,2022-05
11280,Smart Doorbell,2022-03-13,Control,2022-03
11281,Smart Doorbell,2022-11-26,Variant,2022-11
11282,Smart Doorbell,2022-09-30,Variant,2022-09
11283,Security Camera,2022-09-04,Variant,2022-09
11284,Security Camera,2022-07-05,Control,2022-07
11285,Smart Doorbell,2022-03-11,Variant,2022-03
11286,Security Camera,2022-05-30,Variant,2022-05
11287,Security Camera,2022-09-03,Variant,2022-09
11288,Security Camera,2022-09-19,Control,2022-09
11289,Security Camera,2022-01-26,Variant,2022-01
11290,Security Camera,2022-05-20,Control,2022-05
11291,Security Camera,2022-04-09,Control,2022-04
11292,Smart Doorbell,2022-10-05,Control,2022-10
11293,Smart Doorbell,2022-02-20,Variant,2022-02
11294,Smart Doorbell,2022-05-31,Control,2022-05
11295,Security Camera,2022-04-14,Variant,2022-04
11296,Security Camera,2022-03-30,Variant,2022-03
11297,Security Camera,2022-05-21,Control,2022-05
11298,Smart Doorbell,2022-08-01,Variant,2022-08
11299,Smart Doorbell,2022-08-21,Control,2022-08
11300,Security Camera,2022-07-02,Control,2022-07
11301,Smart Doorbell,2022-09-08,Variant,2022-09
11302,Security Camera,2022-01-09,Variant,2022-01
11303,Smart Doorbell,2022-03-20,Variant,2022-03
11304,Smart Doorbell,2022-02-21,Variant,2022-02
11305,Smart Doorbell,2022-09-26,Control,2022-09
11306,Smart Doorbell,2022-08-14,Control,2022-08
11307,Smart Doorbell,2022-02-20,Variant,2022-02
11308,Security Camera,2022-07-05,Control,2022-07
11309,Smart Doorbell,2022-02-03,Control,2022-02
11310,Security Camera,2022-10-18,Variant,2022-10
11311,Smart Doorbell,2022-08-18,Control,2022-08
11312,Smart Doorbell,2022-05-11,Control,2022-05
11313,Smart Doorbell,2022-04-30,Variant,2022-04
11314,Smart Doorbell,2022-11-22,Variant,2022-11
11315,Smart Doorbell,2022-09-04,Variant,2022-09
11316,Smart Doorbell,2022-07-11,Variant,2022-07
11317,Smart Doorbell,2022-11-19,Control,2022-11
11318,Security Camera,2022-07-29,Variant,2022-07
11319,Security Camera,2022-04-13,Variant,2022-04
11320,Security Camera,2022-11-25,Control,2022-11
11321,Security Camera,2022-05-13,Control,2022-05
11322,Smart Doorbell,2022-11-19,Variant,2022-11
11323,Security Camera,2022-05-19,Variant,2022-05
11324,Smart Doorbell,2022-05-01,Variant,2022-05
11325,Security Camera,2022-04-04,Variant,2022-04
11326,Security Camera,2022-05-09,Variant,2022-05
11327,Smart Doorbell,2022-04-01,Variant,2022-04
11328,Smart Doorbell,2022-04-02,Variant,2022-04
11329,Smart Doorbell,2022-03-04,Control,2022-03
11330,Smart Doorbell,2022-01-29,Variant,2022-01
11331,Smart Doorbell,2022-07-29,Control,2022-07
11332,Security Camera,2022-01-12,Variant,2022-01
11333,Smart Doorbell,2022-11-29,Variant,2022-11
11334,Smart Doorbell,2022-10-24,Variant,2022-10
11335,Smart Doorbell,2022-05-10,Variant,2022-05
11336,Security Camera,2022-10-20,Control,2022-10
11337,Smart Doorbell,2022-06-22,Control,2022-06
11338,Security Camera,2022-07-27,Control,2022-07
11339,Security Camera,2022-01-24,Variant,2022-01
11340,Security Camera,2022-04-09,Variant,2022-04
11341,Smart Doorbell,2022-12-22,Variant,2022-12
11342,Smart Doorbell,2022-05-19,Control,2022-05
11343,Smart Doorbell,2022-11-10,Control,2022-11
11344,Smart Doorbell,2022-06-23,Variant,2022-06
11345,Smart Doorbell,2022-01-29,Control,2022-01
11346,Security Camera,2022-05-23,Variant,2022-05
11347,Security Camera,2022-11-12,Variant,2022-11
11348,Smart Doorbell,2022-12-17,Variant,2022-12
11349,Security Camera,2022-02-11,Control,2022-02
11350,Smart Doorbell,2022-10-26,Variant,2022-10
11351,Smart Doorbell,2022-07-27,Control,2022-07
11352,Smart Doorbell,2022-11-26,Variant,2022-11
11353,Smart Doorbell,2022-07-11,Control,2022-07
11354,Smart Doorbell,2022-06-09,Control,2022-06
11355,Smart Doorbell,2022-03-05,Variant,2022-03
11356,Smart Doorbell,2022-08-31,Control,2022-08
11357,Smart Doorbell,2022-09-15,Variant,2022-09
11358,Security Camera,2022-06-01,Variant,2022-06
11359,Smart Doorbell,2022-08-03,Variant,2022-08
11360,Smart Doorbell,2022-11-18,Variant,2022-11
11361,Security Camera,2022-06-15,Control,2022-06
11362,Smart Doorbell,2022-01-31,Variant,2022-01
11363,Smart Doorbell,2022-08-20,Control,2022-08
11364,Smart Doorbell,2022-10-09,Control,2022-10
11365,Security Camera,2022-01-29,Variant,2022-01
11366,Smart Doorbell,2022-07-14,Control,2022-07
11367,Smart Doorbell,2022-11-30,Variant,2022-11
11368,Security Camera,2022-09-13,Variant,2022-09
11369,Security Camera,2022-10-08,Variant,2022-10
11370,Smart Doorbell,2022-10-31,Variant,2022-10
11371,Security Camera,2022-11-17,Control,2022-11
11372,Smart Doorbell,2022-11-19,Variant,2022-11
11373,Smart Doorbell,2022-12-12,Variant,2022-12
11374,Security Camera,2022-10-21,Control,2022-10
11375,Smart Doorbell,2022-03-28,Control,2022-03
11376,Smart Doorbell,2022-05-29,Variant,2022-05
11377,Smart Doorbell,2022-09-06,Control,2022-09
11378,Security Camera,2022-11-17,Control,2022-11
11379,Smart Doorbell,2022-10-10,Variant,2022-10
11380,Security Camera,2022-12-28,Variant,2022-12
11381,Security Camera,2022-07-17,Variant,2022-07
11382,Smart Doorbell,2022-02-13,Variant,2022-02
11383,Security Camera,2022-12-22,Variant,2022-12
11384,Smart Doorbell,2022-01-28,Control,2022-01
11385,Security Camera,2022-01-17,Control,2022-01
11386,Smart Doorbell,2022-05-07,Control,2022-05
11387,Security Camera,2022-06-17,Variant,2022-06
11388,Smart Doorbell,2022-09-01,Control,2022-09
11389,Smart Doorbell,2022-03-17,Control,2022-03
11390,Security Camera,2022-08-19,Variant,2022-08
11391,Security Camera,2022-07-23,Control,2022-07
11392,Security Camera,2022-09-05,Control,2022-09
11393,Smart Doorbell,2022-10-29,Variant,2022-10
11394,Security Camera,2022-08-02,Control,2022-08
11395,Smart Doorbell,2022-08-03,Control,2022-08
11396,Smart Doorbell,2022-06-07,Control,2022-06
11397,Security Camera,2022-03-10,Variant,2022-03
11398,Smart Doorbell,2022-03-26,Variant,2022-03
11399,Smart Doorbell,2022-09-24,Control,2022-09
11400,Security Camera,2022-03-10,Variant,2022-03
11401,Security Camera,2022-04-09,Control,2022-04
11402,Security Camera,2022-12-13,Variant,2022-12
11403,Smart Doorbell,2022-08-04,Control,2022-08
11404,Smart Doorbell,2022-06-10,Variant,2022-06
11405,Smart Doorbell,2022-04-04,Variant,2022-04
11406,Smart Doorbell,2022-06-23,Variant,2022-06
11407,Smart Doorbell,2022-06-14,Control,2022-06
11408,Smart Doorbell,2022-04-25,Control,2022-04
11409,Smart Doorbell,2022-08-08,Variant,2022-08
11410,Security Camera,2022-01-31,Control,2022-01
11411,Security Camera,2022-01-11,Variant,2022-01
11412,Security Camera,2022-12-09,Variant,2022-12
11413,Security Camera,2022-05-10,Variant,2022-05
11414,Smart Doorbell,2022-04-15,Control,2022-04
11415,Smart Doorbell,2022-01-27,Variant,2022-01
11416,Security Camera,2022-08-15,Variant,2022-08
11417,Security Camera,2022-01-02,Variant,2022-01
11418,Smart Doorbell,2022-12-25,Control,2022-12
11419,Smart Doorbell,2022-04-11,Control,2022-04
11420,Security Camera,2022-01-21,Control,2022-01
11421,Smart Doorbell,2022-02-27,Control,2022-02
11422,Security Camera,2022-06-29,Variant,2022-06
11423,Security Camera,2022-12-07,Variant,2022-12
11424,Smart Doorbell,2022-12-15,Control,2022-12
11425,Smart Doorbell,2022-01-20,Variant,2022-01
11426,Security Camera,2022-09-12,Control,2022-09
11427,Smart Doorbell,2022-11-13,Control,2022-11
11428,Smart Doorbell,2022-02-07,Control,2022-02
11429,Smart Doorbell,2022-05-28,Control,2022-05
11430,Smart Doorbell,2022-01-25,Variant,2022-01
11431,Smart Doorbell,2022-05-01,Control,2022-05
11432,Smart Doorbell,2022-01-26,Variant,2022-01
11433,Smart Doorbell,2022-06-18,Control,2022-06
11434,Security Camera,2022-11-19,Variant,2022-11
11435,Security Camera,2022-08-13,Control,2022-08
11436,Security Camera,2022-01-01,Control,2022-01
11437,Smart Doorbell,2022-11-03,Control,2022-11
11438,Security Camera,2022-09-18,Control,2022-09
11439,Smart Doorbell,2022-01-13,Control,2022-01
11440,Smart Doorbell,2022-02-17,Variant,2022-02
11441,Security Camera,2022-11-09,Variant,2022-11
11442,Smart Doorbell,2022-10-18,Variant,2022-10
11443,Smart Doorbell,2022-11-28,Variant,2022-11
11444,Smart Doorbell,2022-04-04,Control,2022-04
11445,Security Camera,2022-09-18,Control,2022-09
11446,Smart Doorbell,2022-10-05,Variant,2022-10
11447,Smart Doorbell,2022-12-25,Variant,2022-12
11448,Smart Doorbell,2022-07-24,Variant,2022-07
11449,Smart Doorbell,2022-07-04,Variant,2022-07
11450,Smart Doorbell,2022-06-24,Control,2022-06
11451,Smart Doorbell,2022-11-05,Control,2022-11
11452,Smart Doorbell,2022-03-10,Control,2022-03
11453,Smart Doorbell,2022-04-14,Control,2022-04
11454,Security Camera,2022-09-03,Control,2022-09
11455,Smart Doorbell,2022-06-10,Control,2022-06
11456,Smart Doorbell,2022-07-19,Variant,2022-07
11457,Smart Doorbell,2022-08-04,Variant,2022-08
11458,Security Camera,2022-07-31,Variant,2022-07
11459,Smart Doorbell,2022-01-16,Variant,2022-01
11460,Security Camera,2022-11-28,Control,2022-11
11461,Smart Doorbell,2022-07-24,Control,2022-07
11462,Security Camera,2022-02-08,Variant,2022-02
11463,Smart Doorbell,2022-03-30,Control,2022-03
11464,Smart Doorbell,2022-09-13,Control,2022-09
11465,Security Camera,2022-09-11,Control,2022-09
11466,Smart Doorbell,2022-08-04,Control,2022-08
11467,Smart Doorbell,2022-10-30,Variant,2022-10
11468,Smart Doorbell,2022-06-21,Control,2022-06
11469,Smart Doorbell,2022-05-17,Variant,2022-05
11470,Smart Doorbell,2022-06-27,Variant,2022-06
11471,Smart Doorbell,2022-03-18,Control,2022-03
11472,Smart Doorbell,2022-07-07,Control,2022-07
11473,Smart Doorbell,2022-01-15,Control,2022-01
11474,Security Camera,2022-10-19,Control,2022-10
11475,Smart Doorbell,2022-11-15,Variant,2022-11
11476,Smart Doorbell,2022-11-21,Variant,2022-11
11477,Smart Doorbell,2022-08-02,Variant,2022-08
11478,Smart Doorbell,2022-07-27,Control,2022-07
11479,Smart Doorbell,2022-06-18,Variant,2022-06
11480,Smart Doorbell,2022-11-26,Variant,2022-11
11481,Security Camera,2022-10-07,Control,2022-10
11482,Smart Doorbell,2022-11-01,Variant,2022-11
11483,Security Camera,2022-05-26,Control,2022-05
11484,Security Camera,2022-09-20,Variant,2022-09
11485,Security Camera,2022-01-04,Variant,2022-01
11486,Security Camera,2022-03-31,Control,2022-03
11487,Smart Doorbell,2022-03-01,Variant,2022-03
11488,Security Camera,2022-11-07,Control,2022-11
11489,Smart Doorbell,2022-01-16,Control,2022-01
11490,Security Camera,2022-08-15,Variant,2022-08
11491,Security Camera,2022-01-29,Variant,2022-01
11492,Security Camera,2022-05-31,Control,2022-05
11493,Security Camera,2022-09-02,Control,2022-09
11494,Smart Doorbell,2022-09-27,Control,2022-09
11495,Smart Doorbell,2022-03-20,Control,2022-03
11496,Smart Doorbell,2022-10-16,Variant,2022-10
11497,Smart Doorbell,2022-06-02,Variant,2022-06
11498,Security Camera,2022-10-04,Variant,2022-10
11499,Smart Doorbell,2022-10-06,Control,2022-10
11500,Smart Doorbell,2022-02-26,Variant,2022-02
11501,Smart Doorbell,2022-07-05,Control,2022-07
11502,Security Camera,2022-04-03,Variant,2022-04
11503,Security Camera,2022-10-03,Variant,2022-10
11504,Security Camera,2022-06-07,Variant,2022-06
11505,Security Camera,2022-10-02,Control,2022-10
11506,Smart Doorbell,2022-06-30,Control,2022-06
11507,Smart Doorbell,2022-12-25,Control,2022-12
11508,Smart Doorbell,2022-03-18,Variant,2022-03
11509,Smart Doorbell,2022-05-31,Control,2022-05
11510,Smart Doorbell,2022-08-26,Control,2022-08
11511,Smart Doorbell,2022-10-16,Control,2022-10
11512,Smart Doorbell,2022-08-19,Variant,2022-08
11513,Security Camera,2022-01-18,Control,2022-01
11514,Security Camera,2022-03-14,Variant,2022-03
11515,Security Camera,2022-07-08,Variant,2022-07
11516,Smart Doorbell,2022-01-17,Variant,2022-01
11517,Smart Doorbell,2022-01-19,Control,2022-01
11518,Security Camera,2022-08-07,Control,2022-08
11519,Smart Doorbell,2022-11-22,Control,2022-11
11520,Security Camera,2022-04-30,Control,2022-04
11521,Smart Doorbell,2022-04-11,Control,2022-04
11522,Security Camera,2022-02-03,Variant,2022-02
11523,Security Camera,2022-03-25,Control,2022-03
11524,Smart Doorbell,2022-07-15,Variant,2022-07
11525,Security Camera,2022-11-26,Control,2022-11
11526,Security Camera,2022-07-21,Variant,2022-07
11527,Security Camera,2022-12-10,Variant,2022-12
11528,Smart Doorbell,2022-12-07,Variant,2022-12
11529,Smart Doorbell,2022-01-11,Variant,2022-01
11530,Security Camera,2022-12-13,Variant,2022-12
11531,Smart Doorbell,2022-08-06,Variant,2022-08
11532,Smart Doorbell,2022-09-10,Control,2022-09
11533,Security Camera,2022-08-10,Variant,2022-08
11534,Smart Doorbell,2022-03-21,Control,2022-03
11535,Security Camera,2022-01-07,Control,2022-01
11536,Security Camera,2022-09-29,Control,2022-09
11537,Smart Doorbell,2022-08-15,Control,2022-08
11538,Security Camera,2022-01-16,Control,2022-01
11539,Smart Doorbell,2022-01-12,Control,2022-01
11540,Smart Doorbell,2022-10-18,Control,2022-10
11541,Security Camera,2022-08-29,Variant,2022-08
11542,Smart Doorbell,2022-01-21,Control,2022-01
11543,Security Camera,2022-06-27,Variant,2022-06
11544,Smart Doorbell,2022-08-16,Control,2022-08
11545,Smart Doorbell,2022-09-30,Variant,2022-09
11546,Smart Doorbell,2022-10-15,Variant,2022-10
11547,Smart Doorbell,2022-10-24,Variant,2022-10
11548,Security Camera,2022-05-14,Variant,2022-05
11549,Smart Doorbell,2022-10-10,Control,2022-10
11550,Smart Doorbell,2022-06-02,Variant,2022-06
11551,Smart Doorbell,2022-03-07,Variant,2022-03
11552,Smart Doorbell,2022-05-17,Variant,2022-05
11553,Smart Doorbell,2022-04-02,Variant,2022-04
11554,Security Camera,2022-11-13,Control,2022-11
11555,Security Camera,2022-09-16,Variant,2022-09
11556,Smart Doorbell,2022-04-13,Control,2022-04
11557,Smart Doorbell,2022-02-24,Variant,2022-02
11558,Smart Doorbell,2022-09-14,Control,2022-09
11559,Smart Doorbell,2022-04-11,Variant,2022-04
11560,Security Camera,2022-07-17,Control,2022-07
11561,Security Camera,2022-10-28,Control,2022-10
11562,Smart Doorbell,2022-08-14,Variant,2022-08
11563,Security Camera,2022-08-25,Variant,2022-08
11564,Smart Doorbell,2022-01-26,Variant,2022-01
11565,Smart Doorbell,2022-05-01,Control,2022-05
11566,Smart Doorbell,2022-07-01,Control,2022-07
11567,Security Camera,2022-07-18,Variant,2022-07
11568,Smart Doorbell,2022-10-29,Variant,2022-10
11569,Smart Doorbell,2022-09-12,Variant,2022-09
11570,Smart Doorbell,2022-05-02,Control,2022-05
11571,Security Camera,2022-01-31,Variant,2022-01
11572,Smart Doorbell,2022-11-11,Control,2022-11
11573,Smart Doorbell,2022-10-12,Variant,2022-10
11574,Security Camera,2022-04-16,Control,2022-04
11575,Security Camera,2022-08-12,Control,2022-08
11576,Security Camera,2022-09-30,Variant,2022-09
11577,Smart Doorbell,2022-08-20,Variant,2022-08
11578,Smart Doorbell,2022-09-13,Control,2022-09
11579,Smart Doorbell,2022-01-24,Control,2022-01
11580,Security Camera,2022-04-19,Control,2022-04
11581,Security Camera,2022-07-10,Variant,2022-07
11582,Smart Doorbell,2022-12-13,Control,2022-12
11583,Smart Doorbell,2022-01-25,Control,2022-01
11584,Smart Doorbell,2022-07-06,Variant,2022-07
11585,Security Camera,2022-10-15,Variant,2022-10
11586,Smart Doorbell,2022-04-26,Variant,2022-04
11587,Smart Doorbell,2022-12-04,Variant,2022-12
11588,Smart Doorbell,2022-02-06,Variant,2022-02
11589,Smart Doorbell,2022-10-09,Variant,2022-10
11590,Smart Doorbell,2022-05-17,Variant,2022-05
11591,Smart Doorbell,2022-08-15,Variant,2022-08
11592,Security Camera,2022-11-16,Control,2022-11
11593,Security Camera,2022-11-24,Variant,2022-11
11594,Smart Doorbell,2022-07-01,Control,2022-07
11595,Smart Doorbell,2022-12-28,Control,2022-12
11596,Security Camera,2022-03-27,Control,2022-03
11597,Security Camera,2022-02-22,Control,2022-02
11598,Security Camera,2022-12-14,Variant,2022-12
11599,Smart Doorbell,2022-12-21,Variant,2022-12
11600,Security Camera,2022-08-23,Variant,2022-08
11601,Security Camera,2022-09-24,Variant,2022-09
11602,Security Camera,2022-10-14,Control,2022-10
11603,Security Camera,2022-04-10,Control,2022-04
11604,Security Camera,2022-03-28,Variant,2022-03
11605,Smart Doorbell,2022-01-15,Variant,2022-01
11606,Security Camera,2022-04-11,Control,2022-04
11607,Smart Doorbell,2022-06-14,Variant,2022-06
11608,Security Camera,2022-01-29,Control,2022-01
11609,Smart Doorbell,2022-04-24,Control,2022-04
11610,Smart Doorbell,2022-04-17,Control,2022-04
11611,Smart Doorbell,2022-12-30,Control,2022-12
11612,Smart Doorbell,2022-05-10,Variant,2022-05
11613,Security Camera,2022-03-25,Variant,2022-03
11614,Security Camera,2022-09-28,Control,2022-09
11615,Smart Doorbell,2022-09-01,Variant,2022-09
11616,Smart Doorbell,2022-08-02,Variant,2022-08
11617,Smart Doorbell,2022-11-02,Control,2022-11
11618,Smart Doorbell,2022-06-15,Control,2022-06
11619,Smart Doorbell,2022-10-06,Variant,2022-10
11620,Smart Doorbell,2022-02-28,Variant,2022-02
11621,Security Camera,2022-03-31,Variant,2022-03
