UserID,PlanName,MonthlyFee,SubscriptionStart,SubscriptionEnd,IsActive
11604,Premium Cloud Storage,14.99,2022-04-04,,True
11606,Premium Cloud Storage,14.99,2022-04-18,,True
11610,Premium Cloud Storage,9.99,2022-04-20,2022-09-17,False
11611,Premium Cloud Storage,9.99,2023-01-06,2023-02-17,False
11615,Premium Cloud Storage,9.99,2022-09-09,,True
11616,Premium Cloud Storage,9.99,2022-08-12,,True
11620,Premium Cloud Storage,9.99,2022-03-07,2022-09-29,False
11621,Premium Cloud Storage,14.99,2022-04-09,,True
11622,Premium Cloud Storage,9.99,2022-11-30,,True
11624,Premium Cloud Storage,14.99,2022-05-13,,True
11627,Premium Cloud Storage,9.99,2022-08-18,,True
11631,Premium Cloud Storage,14.99,2022-07-28,,True
11634,Premium Cloud Storage,9.99,2022-11-27,,True
11635,Premium Cloud Storage,14.99,2022-07-12,,True
11636,Premium Cloud Storage,14.99,2022-04-01,2023-03-05,False
11639,Premium Cloud Storage,9.99,2022-10-16,2023-02-17,False
11641,Premium Cloud Storage,9.99,2022-06-27,2023-01-16,False
11644,Premium Cloud Storage,14.99,2022-02-25,,True
11646,Premium Cloud Storage,14.99,2022-06-05,2022-06-23,False
11655,Premium Cloud Storage,9.99,2022-05-11,2022-07-22,False
11657,Premium Cloud Storage,14.99,2022-06-09,,True
11658,Premium Cloud Storage,14.99,2022-06-06,,True
11669,Premium Cloud Storage,9.99,2022-03-20,2022-06-14,False
11670,Premium Cloud Storage,14.99,2022-04-17,,True
11674,Premium Cloud Storage,9.99,2022-09-20,2022-11-15,False
11675,Premium Cloud Storage,14.99,2022-12-13,,True
11678,Premium Cloud Storage,14.99,2022-06-10,,True
11679,Premium Cloud Storage,9.99,2022-05-24,,True
11680,Premium Cloud Storage,14.99,2022-06-12,2023-03-23,False
11684,Premium Cloud Storage,14.99,2022-10-16,2023-05-13,False
11687,Premium Cloud Storage,9.99,2022-08-21,2022-11-01,False
11693,Premium Cloud Storage,14.99,2022-07-24,,True
11694,Premium Cloud Storage,14.99,2022-08-10,,True
11696,Premium Cloud Storage,14.99,2022-02-05,,True
11701,Premium Cloud Storage,9.99,2022-11-19,2023-01-28,False
11706,Premium Cloud Storage,9.99,2022-09-02,,True
11711,Premium Cloud Storage,14.99,2022-10-18,,True
11716,Premium Cloud Storage,14.99,2022-05-29,,True
11720,Premium Cloud Storage,14.99,2022-11-15,,True
11723,Premium Cloud Storage,14.99,2022-11-03,,True
11726,Premium Cloud Storage,9.99,2022-11-26,,True
11730,Premium Cloud Storage,14.99,2022-10-19,2023-02-21,False
11734,Premium Cloud Storage,14.99,2022-05-13,2022-05-15,False
11739,Premium Cloud Storage,9.99,2022-09-08,2022-09-14,False
11741,Premium Cloud Storage,9.99,2022-12-31,,True
11743,Premium Cloud Storage,14.99,2022-01-19,,True
11749,Premium Cloud Storage,14.99,2022-08-16,2022-12-04,False
11762,Premium Cloud Storage,14.99,2022-05-03,,True
11773,Premium Cloud Storage,9.99,2022-05-04,,True
11775,Premium Cloud Storage,14.99,2022-12-07,,True
11776,Premium Cloud Storage,9.99,2022-01-29,,True
11777,Premium Cloud Storage,9.99,2022-04-20,2022-05-09,False
11780,Premium Cloud Storage,14.99,2022-11-23,,True
11784,Premium Cloud Storage,9.99,2022-08-10,2022-09-02,False
11785,Premium Cloud Storage,9.99,2022-05-11,2023-02-13,False
11790,Premium Cloud Storage,14.99,2022-01-27,,True
11799,Premium Cloud Storage,14.99,2022-09-19,2022-12-20,False
11802,Premium Cloud Storage,14.99,2022-09-26,,True
11805,Premium Cloud Storage,9.99,2022-12-24,2023-03-28,False
11808,Premium Cloud Storage,14.99,2022-08-23,,True
11809,Premium Cloud Storage,14.99,2022-09-04,,True
11811,Premium Cloud Storage,9.99,2022-07-21,,True
11812,Premium Cloud Storage,14.99,2022-12-26,,True
11814,Premium Cloud Storage,14.99,2022-12-20,,True
11819,Premium Cloud Storage,14.99,2022-04-21,,True
11821,Premium Cloud Storage,14.99,2022-06-08,,True
11823,Premium Cloud Storage,9.99,2022-08-29,,True
11830,Premium Cloud Storage,9.99,2022-03-11,2022-03-15,False
11836,Premium Cloud Storage,14.99,2022-07-27,2023-05-18,False
11837,Premium Cloud Storage,14.99,2022-11-17,,True
11838,Premium Cloud Storage,9.99,2022-04-03,2022-10-14,False
11839,Premium Cloud Storage,14.99,2022-09-12,,True
11840,Premium Cloud Storage,14.99,2022-10-10,2023-01-18,False
11842,Premium Cloud Storage,9.99,2022-09-16,,True
11844,Premium Cloud Storage,9.99,2022-06-02,2022-09-18,False
11845,Premium Cloud Storage,14.99,2022-11-06,,True
11850,Premium Cloud Storage,14.99,2022-10-26,,True
11854,Premium Cloud Storage,9.99,2022-11-09,,True
11855,Premium Cloud Storage,14.99,2022-02-15,2022-12-11,False
11867,Premium Cloud Storage,14.99,2022-06-26,,True
11868,Premium Cloud Storage,14.99,2022-11-12,,True
11872,Premium Cloud Storage,9.99,2022-04-28,2022-12-04,False
11885,Premium Cloud Storage,9.99,2022-11-11,2023-05-01,False
11888,Premium Cloud Storage,9.99,2022-01-22,,True
11889,Premium Cloud Storage,9.99,2022-08-31,2022-12-07,False
11890,Premium Cloud Storage,14.99,2022-07-16,,True
11892,Premium Cloud Storage,9.99,2022-07-01,2023-01-13,False
11898,Premium Cloud Storage,14.99,2022-02-20,,True
11903,Premium Cloud Storage,14.99,2022-12-29,,True
11905,Premium Cloud Storage,14.99,2022-05-09,,True
11906,Premium Cloud Storage,9.99,2022-09-19,,True
11913,Premium Cloud Storage,14.99,2022-08-25,,True
11914,Premium Cloud Storage,9.99,2022-12-14,,True
11920,Premium Cloud Storage,9.99,2022-12-02,,True
11923,Premium Cloud Storage,14.99,2022-04-14,,True
11925,Premium Cloud Storage,14.99,2022-04-20,,True
11929,Premium Cloud Storage,14.99,2022-08-30,2023-03-05,False
11934,Premium Cloud Storage,9.99,2022-08-28,2023-01-25,False
11947,Premium Cloud Storage,14.99,2022-06-03,2023-03-26,False
11963,Premium Cloud Storage,14.99,2022-04-22,2022-04-30,False
11964,Premium Cloud Storage,9.99,2022-02-08,2022-02-24,False
11966,Premium Cloud Storage,14.99,2022-09-01,,True
11967,Premium Cloud Storage,14.99,2023-01-07,,True
11971,Premium Cloud Storage,9.99,2022-11-03,,True
11976,Premium Cloud Storage,14.99,2022-03-10,2022-04-04,False
11977,Premium Cloud Storage,9.99,2022-03-16,2022-10-25,False
11979,Premium Cloud Storage,9.99,2022-06-26,,True
11982,Premium Cloud Storage,9.99,2022-04-08,2023-01-29,False
11984,Premium Cloud Storage,14.99,2022-04-02,,True
11987,Premium Cloud Storage,9.99,2022-11-06,,True
11992,Premium Cloud Storage,9.99,2022-05-25,2022-09-23,False
11996,Premium Cloud Storage,9.99,2022-09-17,2022-10-26,False
12008,Premium Cloud Storage,14.99,2022-04-17,,True
12010,Premium Cloud Storage,14.99,2022-11-01,2023-02-22,False
12013,Premium Cloud Storage,14.99,2022-03-22,,True
12023,Premium Cloud Storage,14.99,2022-06-15,,True
12034,Premium Cloud Storage,9.99,2022-09-14,,True
12036,Premium Cloud Storage,14.99,2022-07-11,2022-07-30,False
12038,Premium Cloud Storage,14.99,2022-12-03,,True
12039,Premium Cloud Storage,14.99,2022-04-15,,True
12041,Premium Cloud Storage,9.99,2022-05-16,2023-03-21,False
12044,Premium Cloud Storage,9.99,2022-11-17,2023-01-05,False
12051,Premium Cloud Storage,9.99,2022-10-16,,True
12058,Premium Cloud Storage,9.99,2022-12-08,2023-04-08,False
12059,Premium Cloud Storage,9.99,2022-04-24,,True
12064,Premium Cloud Storage,14.99,2022-02-16,,True
12067,Premium Cloud Storage,14.99,2022-11-22,2023-03-22,False
12069,Premium Cloud Storage,14.99,2022-02-25,2022-04-24,False
12073,Premium Cloud Storage,9.99,2022-07-15,2023-02-17,False
12075,Premium Cloud Storage,9.99,2022-08-05,,True
12081,Premium Cloud Storage,14.99,2022-10-06,,True
12083,Premium Cloud Storage,9.99,2022-12-26,,True
12084,Premium Cloud Storage,9.99,2022-12-18,,True
12088,Premium Cloud Storage,9.99,2022-11-16,,True
12090,Premium Cloud Storage,9.99,2022-06-30,,True
12093,Premium Cloud Storage,9.99,2022-06-10,2022-12-27,False
12094,Premium Cloud Storage,14.99,2022-09-26,,True
12099,Premium Cloud Storage,14.99,2022-10-26,2023-01-02,False
12102,Premium Cloud Storage,14.99,2022-08-31,,True
12105,Premium Cloud Storage,14.99,2022-08-03,,True
12113,Premium Cloud Storage,9.99,2022-11-12,,True
12116,Premium Cloud Storage,9.99,2022-07-22,,True
12117,Premium Cloud Storage,9.99,2022-09-02,2022-09-26,False
12122,Premium Cloud Storage,9.99,2022-08-29,2022-08-30,False
12125,Premium Cloud Storage,9.99,2022-11-18,2023-03-04,False
12132,Premium Cloud Storage,9.99,2022-01-27,2022-04-04,False
12139,Premium Cloud Storage,9.99,2022-04-16,2022-06-05,False
12142,Premium Cloud Storage,9.99,2022-10-13,2023-03-26,False
12144,Premium Cloud Storage,9.99,2022-11-28,,True
12148,Premium Cloud Storage,9.99,2022-08-13,,True
12150,Premium Cloud Storage,14.99,2022-01-30,,True
12151,Premium Cloud Storage,14.99,2022-03-27,2022-10-07,False
12152,Premium Cloud Storage,9.99,2022-08-23,,True
12154,Premium Cloud Storage,14.99,2022-03-26,,True
12156,Premium Cloud Storage,14.99,2022-10-29,,True
12167,Premium Cloud Storage,14.99,2022-12-28,,True
12171,Premium Cloud Storage,14.99,2022-07-21,2023-01-09,False
12181,Premium Cloud Storage,14.99,2022-11-01,2023-02-24,False
12187,Premium Cloud Storage,9.99,2022-11-30,2022-12-16,False
12191,Premium Cloud Storage,9.99,2022-12-26,2023-01-04,False
12198,Premium Cloud Storage,9.99,2022-11-10,,True
12201,Premium Cloud Storage,14.99,2022-04-13,,True
12205,Premium Cloud Storage,9.99,2022-05-16,2022-11-04,False
12206,Premium Cloud Storage,14.99,2022-07-14,2023-03-12,False
12208,Premium Cloud Storage,14.99,2022-09-26,2023-02-12,False
12209,Premium Cloud Storage,9.99,2022-01-20,,True
12211,Premium Cloud Storage,9.99,2022-04-12,,True
12222,Premium Cloud Storage,14.99,2022-06-05,2022-07-07,False
12230,Premium Cloud Storage,9.99,2022-06-07,2022-09-16,False
12231,Premium Cloud Storage,14.99,2022-07-29,2023-02-17,False
12238,Premium Cloud Storage,14.99,2022-03-08,2022-08-13,False
12241,Premium Cloud Storage,14.99,2022-06-03,,True
12249,Premium Cloud Storage,14.99,2022-01-09,2022-04-30,False
12252,Premium Cloud Storage,9.99,2022-12-28,,True
12258,Premium Cloud Storage,14.99,2022-06-10,2023-04-17,False
12268,Premium Cloud Storage,14.99,2022-11-20,,True
12275,Premium Cloud Storage,9.99,2022-01-13,,True
12277,Premium Cloud Storage,9.99,2022-06-26,2022-11-30,False
12280,Premium Cloud Storage,14.99,2022-12-17,2023-04-22,False
12281,Premium Cloud Storage,14.99,2022-03-06,,True
12283,Premium Cloud Storage,14.99,2022-12-11,,True
12284,Premium Cloud Storage,14.99,2022-07-29,,True
12285,Premium Cloud Storage,14.99,2022-07-07,,True
12288,Premium Cloud Storage,9.99,2022-08-03,2023-03-27,False
12289,Premium Cloud Storage,14.99,2022-12-03,,True
12295,Premium Cloud Storage,14.99,2022-06-07,,True
12297,Premium Cloud Storage,14.99,2022-09-16,,True
12299,Premium Cloud Storage,14.99,2022-10-23,,True
12310,Premium Cloud Storage,9.99,2022-08-10,2022-11-05,False
12313,Premium Cloud Storage,9.99,2022-09-11,2023-03-21,False
12316,Premium Cloud Storage,14.99,2022-04-28,2022-12-11,False
12317,Premium Cloud Storage,14.99,2022-07-13,,True
12323,Premium Cloud Storage,14.99,2022-10-05,2023-04-03,False
12326,Premium Cloud Storage,9.99,2022-05-21,2022-07-30,False
12327,Premium Cloud Storage,14.99,2022-10-23,,True
12329,Premium Cloud Storage,14.99,2022-10-22,,True
12331,Premium Cloud Storage,14.99,2022-05-31,,True
12334,Premium Cloud Storage,14.99,2022-07-11,,True
12338,Premium Cloud Storage,14.99,2022-10-23,,True
12341,Premium Cloud Storage,14.99,2022-09-25,,True
12343,Premium Cloud Storage,14.99,2022-08-20,,True
12347,Premium Cloud Storage,14.99,2022-07-25,,True
12352,Premium Cloud Storage,9.99,2022-10-07,2022-12-10,False
12353,Premium Cloud Storage,9.99,2022-05-01,2022-05-08,False
12354,Premium Cloud Storage,9.99,2022-05-05,2022-11-11,False
12359,Premium Cloud Storage,14.99,2022-02-20,2022-03-25,False
12361,Premium Cloud Storage,9.99,2022-03-31,2022-10-31,False
12373,Premium Cloud Storage,9.99,2022-03-17,2022-06-16,False
12376,Premium Cloud Storage,14.99,2022-08-10,,True
12384,Premium Cloud Storage,14.99,2022-05-18,,True
12386,Premium Cloud Storage,14.99,2022-12-30,,True
12391,Premium Cloud Storage,14.99,2022-02-02,,True
12393,Premium Cloud Storage,14.99,2022-11-10,,True
12395,Premium Cloud Storage,14.99,2022-10-16,2022-12-06,False
12400,Premium Cloud Storage,14.99,2022-12-08,,True
12403,Premium Cloud Storage,14.99,2022-03-25,,True
12408,Premium Cloud Storage,9.99,2022-12-16,,True
12411,Premium Cloud Storage,14.99,2022-10-23,,True
12412,Premium Cloud Storage,9.99,2022-02-14,2022-06-02,False
12420,Premium Cloud Storage,14.99,2022-01-31,2022-02-04,False
12421,Premium Cloud Storage,14.99,2022-02-26,2022-04-17,False
12429,Premium Cloud Storage,9.99,2022-11-06,2022-12-06,False
12436,Premium Cloud Storage,14.99,2022-03-18,,True
12437,Premium Cloud Storage,14.99,2022-12-14,,True
12439,Premium Cloud Storage,14.99,2023-01-02,,True
12440,Premium Cloud Storage,9.99,2022-06-21,2022-09-13,False
12447,Premium Cloud Storage,14.99,2022-11-08,,True
12455,Premium Cloud Storage,14.99,2022-01-18,,True
12456,Premium Cloud Storage,9.99,2022-10-08,,True
12464,Premium Cloud Storage,9.99,2022-08-03,,True
12465,Premium Cloud Storage,14.99,2022-03-13,,True
12466,Premium Cloud Storage,14.99,2022-11-26,2023-03-16,False
12467,Premium Cloud Storage,14.99,2022-06-16,,True
12469,Premium Cloud Storage,9.99,2022-10-17,,True
12470,Premium Cloud Storage,14.99,2022-09-04,,True
12472,Premium Cloud Storage,9.99,2022-07-14,,True
12476,Premium Cloud Storage,14.99,2022-05-18,,True
12480,Premium Cloud Storage,14.99,2022-04-02,,True
12481,Premium Cloud Storage,9.99,2022-09-19,,True
12487,Premium Cloud Storage,9.99,2022-08-02,,True
12489,Premium Cloud Storage,14.99,2022-02-16,,True
12491,Premium Cloud Storage,14.99,2022-11-26,,True
12492,Premium Cloud Storage,9.99,2022-02-14,2022-05-04,False
12504,Premium Cloud Storage,14.99,2022-08-28,2023-02-23,False
12507,Premium Cloud Storage,9.99,2022-06-20,,True
12509,Premium Cloud Storage,9.99,2022-01-10,2022-03-20,False
12510,Premium Cloud Storage,14.99,2022-03-08,,True
12515,Premium Cloud Storage,9.99,2022-03-22,2023-04-29,False
12519,Premium Cloud Storage,9.99,2022-03-15,2022-12-20,False
12520,Premium Cloud Storage,9.99,2022-12-26,,True
12523,Premium Cloud Storage,14.99,2022-09-03,,True
12524,Premium Cloud Storage,9.99,2022-12-14,,True
12529,Premium Cloud Storage,9.99,2022-04-03,2022-06-21,False
12540,Premium Cloud Storage,9.99,2022-12-11,2023-05-09,False
12543,Premium Cloud Storage,9.99,2022-06-28,,True
12545,Premium Cloud Storage,9.99,2022-10-24,,True
12550,Premium Cloud Storage,14.99,2022-11-22,,True
12554,Premium Cloud Storage,14.99,2022-02-13,,True
12558,Premium Cloud Storage,14.99,2022-08-25,,True
12559,Premium Cloud Storage,9.99,2022-11-23,,True
12563,Premium Cloud Storage,14.99,2022-03-17,2023-01-01,False
12567,Premium Cloud Storage,14.99,2022-03-22,2022-10-15,False
12568,Premium Cloud Storage,9.99,2022-10-07,,True
12576,Premium Cloud Storage,9.99,2022-12-29,,True
12577,Premium Cloud Storage,9.99,2022-05-20,,True
12580,Premium Cloud Storage,14.99,2022-04-16,2023-04-01,False
12582,Premium Cloud Storage,9.99,2022-05-10,2022-10-24,False
12585,Premium Cloud Storage,9.99,2022-03-25,2022-05-27,False
12586,Premium Cloud Storage,14.99,2022-01-21,,True
12591,Premium Cloud Storage,9.99,2022-07-19,,True
12594,Premium Cloud Storage,14.99,2022-02-25,,True
12598,Premium Cloud Storage,14.99,2022-12-29,,True
12604,Premium Cloud Storage,14.99,2022-02-17,,True
12605,Premium Cloud Storage,9.99,2022-03-23,2022-03-25,False
12609,Premium Cloud Storage,14.99,2022-09-06,,True
12612,Premium Cloud Storage,14.99,2022-07-15,,True
12613,Premium Cloud Storage,9.99,2022-02-11,2023-03-25,False
12614,Premium Cloud Storage,14.99,2022-04-17,2023-03-28,False
12624,Premium Cloud Storage,14.99,2022-02-22,2022-08-20,False
12626,Premium Cloud Storage,14.99,2022-04-29,2022-07-15,False
12629,Premium Cloud Storage,14.99,2022-05-23,,True
12633,Premium Cloud Storage,14.99,2022-10-17,,True
12638,Premium Cloud Storage,9.99,2022-12-30,,True
12641,Premium Cloud Storage,14.99,2022-04-29,2022-07-22,False
12642,Premium Cloud Storage,9.99,2022-06-10,,True
12643,Premium Cloud Storage,9.99,2022-02-17,2022-03-22,False
12645,Premium Cloud Storage,14.99,2022-03-21,,True
12647,Premium Cloud Storage,9.99,2022-12-03,,True
12651,Premium Cloud Storage,14.99,2022-12-29,,True
12658,Premium Cloud Storage,14.99,2022-11-29,2023-03-02,False
12661,Premium Cloud Storage,9.99,2022-03-24,,True
12669,Premium Cloud Storage,14.99,2022-06-19,,True
12671,Premium Cloud Storage,14.99,2022-06-25,2022-09-17,False
12672,Premium Cloud Storage,9.99,2022-02-02,,True
12676,Premium Cloud Storage,14.99,2022-12-01,,True
12680,Premium Cloud Storage,14.99,2022-06-10,,True
12682,Premium Cloud Storage,14.99,2022-06-25,,True
12683,Premium Cloud Storage,14.99,2022-10-25,,True
12684,Premium Cloud Storage,14.99,2022-04-05,,True
12685,Premium Cloud Storage,14.99,2022-07-04,2022-08-31,False
12686,Premium Cloud Storage,14.99,2022-11-22,,True
12687,Premium Cloud Storage,9.99,2022-10-27,,True
12690,Premium Cloud Storage,9.99,2022-04-07,2022-07-05,False
12693,Premium Cloud Storage,9.99,2022-04-16,,True
12694,Premium Cloud Storage,9.99,2022-07-21,,True
12696,Premium Cloud Storage,9.99,2022-05-14,2023-04-06,False
12701,Premium Cloud Storage,9.99,2022-02-08,2022-09-05,False
12711,Premium Cloud Storage,9.99,2022-09-29,,True
12712,Premium Cloud Storage,14.99,2022-11-12,,True
12719,Premium Cloud Storage,14.99,2022-08-10,,True
12721,Premium Cloud Storage,9.99,2022-09-14,,True
12726,Premium Cloud Storage,14.99,2022-08-13,,True
12728,Premium Cloud Storage,14.99,2022-08-29,,True
12730,Premium Cloud Storage,9.99,2022-08-25,2022-12-31,False
12732,Premium Cloud Storage,14.99,2022-01-14,,True
12733,Premium Cloud Storage,9.99,2022-07-11,2023-01-23,False
12734,Premium Cloud Storage,9.99,2022-12-28,,True
12743,Premium Cloud Storage,14.99,2022-05-29,,True
12744,Premium Cloud Storage,9.99,2022-01-09,,True
12747,Premium Cloud Storage,14.99,2022-12-25,,True
12752,Premium Cloud Storage,14.99,2022-12-21,,True
12759,Premium Cloud Storage,14.99,2022-01-17,,True
12764,Premium Cloud Storage,14.99,2022-09-19,2022-11-20,False
12766,Premium Cloud Storage,9.99,2022-04-25,2022-07-15,False
12770,Premium Cloud Storage,14.99,2022-10-13,,True
12773,Premium Cloud Storage,9.99,2022-03-31,2022-04-23,False
12776,Premium Cloud Storage,14.99,2022-09-11,2023-04-25,False
12778,Premium Cloud Storage,9.99,2022-10-05,,True
12780,Premium Cloud Storage,14.99,2022-03-12,2023-04-28,False
12787,Premium Cloud Storage,14.99,2022-02-03,,True
12804,Premium Cloud Storage,9.99,2022-01-27,,True
12807,Premium Cloud Storage,14.99,2022-07-07,2022-07-23,False
12813,Premium Cloud Storage,14.99,2022-10-26,,True
12817,Premium Cloud Storage,14.99,2022-09-14,,True
12825,Premium Cloud Storage,9.99,2022-07-23,,True
12827,Premium Cloud Storage,14.99,2022-08-24,,True
12830,Premium Cloud Storage,9.99,2022-08-24,,True
12832,Premium Cloud Storage,14.99,2022-09-06,,True
12833,Premium Cloud Storage,14.99,2022-03-19,2022-07-03,False
12834,Premium Cloud Storage,14.99,2022-06-14,,True
12836,Premium Cloud Storage,9.99,2022-07-18,2022-11-23,False
12837,Premium Cloud Storage,14.99,2022-02-25,,True
12839,Premium Cloud Storage,14.99,2022-11-22,,True
12841,Premium Cloud Storage,9.99,2022-03-19,2022-12-18,False
12843,Premium Cloud Storage,9.99,2022-02-01,2022-03-04,False
12844,Premium Cloud Storage,9.99,2022-02-07,2022-05-19,False
12846,Premium Cloud Storage,9.99,2022-10-11,,True
12848,Premium Cloud Storage,9.99,2022-03-18,,True
12850,Premium Cloud Storage,9.99,2022-11-20,,True
12856,Premium Cloud Storage,14.99,2022-01-19,,True
12858,Premium Cloud Storage,14.99,2022-09-13,,True
12859,Premium Cloud Storage,14.99,2022-06-26,2022-09-14,False
12868,Premium Cloud Storage,14.99,2022-10-07,,True
12871,Premium Cloud Storage,9.99,2023-01-08,2023-02-23,False
12872,Premium Cloud Storage,9.99,2022-12-12,2023-02-03,False
12880,Premium Cloud Storage,14.99,2022-10-16,,True
12884,Premium Cloud Storage,14.99,2022-03-25,,True
12886,Premium Cloud Storage,9.99,2022-12-21,2023-05-15,False
12907,Premium Cloud Storage,14.99,2022-08-03,2023-01-22,False
12908,Premium Cloud Storage,14.99,2022-02-15,,True
12909,Premium Cloud Storage,14.99,2022-04-20,,True
12919,Premium Cloud Storage,14.99,2022-04-22,2022-06-11,False
12921,Premium Cloud Storage,9.99,2022-06-07,2022-12-18,False
12924,Premium Cloud Storage,14.99,2022-04-23,2023-05-07,False
12925,Premium Cloud Storage,9.99,2022-01-17,2023-05-03,False
12926,Premium Cloud Storage,9.99,2022-12-23,2023-03-03,False
12929,Premium Cloud Storage,14.99,2022-06-02,,True
12935,Premium Cloud Storage,14.99,2022-02-03,2022-06-15,False
12938,Premium Cloud Storage,9.99,2022-01-22,2022-04-03,False
12940,Premium Cloud Storage,14.99,2022-07-22,,True
12942,Premium Cloud Storage,14.99,2022-11-07,,True
12947,Premium Cloud Storage,9.99,2022-12-21,,True
12948,Premium Cloud Storage,14.99,2022-07-02,,True
12953,Premium Cloud Storage,9.99,2022-12-05,,True
12958,Premium Cloud Storage,14.99,2022-01-22,,True
12961,Premium Cloud Storage,14.99,2022-05-30,,True
12963,Premium Cloud Storage,9.99,2022-01-20,,True
12973,Premium Cloud Storage,9.99,2022-06-07,,True
12975,Premium Cloud Storage,14.99,2022-07-14,,True
12977,Premium Cloud Storage,14.99,2022-03-16,,True
12991,Premium Cloud Storage,9.99,2022-08-21,,True
12993,Premium Cloud Storage,14.99,2022-12-16,,True
12998,Premium Cloud Storage,14.99,2022-08-07,,True
13007,Premium Cloud Storage,14.99,2022-01-20,,True
13008,Premium Cloud Storage,9.99,2022-09-28,2023-04-11,False
13010,Premium Cloud Storage,9.99,2022-03-24,2022-05-24,False
13012,Premium Cloud Storage,14.99,2022-05-11,,True
13015,Premium Cloud Storage,14.99,2022-01-19,2022-10-07,False
13019,Premium Cloud Storage,9.99,2022-08-22,,True
13023,Premium Cloud Storage,14.99,2022-08-24,,True
13028,Premium Cloud Storage,9.99,2022-02-26,2022-06-07,False
13030,Premium Cloud Storage,14.99,2022-02-24,,True
13033,Premium Cloud Storage,14.99,2022-02-13,2022-12-09,False
13034,Premium Cloud Storage,14.99,2022-05-19,,True
13035,Premium Cloud Storage,14.99,2022-03-08,2022-07-14,False
13037,Premium Cloud Storage,9.99,2022-09-26,,True
13038,Premium Cloud Storage,14.99,2022-01-20,2023-02-20,False
13041,Premium Cloud Storage,9.99,2022-06-15,2022-09-18,False
13043,Premium Cloud Storage,9.99,2022-02-10,2022-06-18,False
13045,Premium Cloud Storage,9.99,2022-03-21,2022-12-30,False
13047,Premium Cloud Storage,14.99,2022-11-08,,True
13050,Premium Cloud Storage,14.99,2022-04-18,2022-08-22,False
13051,Premium Cloud Storage,9.99,2022-03-07,,True
13054,Premium Cloud Storage,9.99,2022-09-01,,True
13061,Premium Cloud Storage,14.99,2022-06-28,,True
13065,Premium Cloud Storage,14.99,2022-06-19,,True
13071,Premium Cloud Storage,9.99,2022-11-25,,True
13072,Premium Cloud Storage,14.99,2022-09-10,,True
13077,Premium Cloud Storage,14.99,2023-01-06,,True
13086,Premium Cloud Storage,9.99,2022-10-01,,True
13089,Premium Cloud Storage,14.99,2022-10-25,2023-04-11,False
13091,Premium Cloud Storage,9.99,2022-11-20,,True
13098,Premium Cloud Storage,14.99,2022-10-01,,True
13102,Premium Cloud Storage,9.99,2022-08-25,2022-11-05,False
13109,Premium Cloud Storage,9.99,2022-04-25,2022-07-29,False
13113,Premium Cloud Storage,14.99,2022-12-26,2023-03-24,False
13115,Premium Cloud Storage,9.99,2022-02-05,,True
13119,Premium Cloud Storage,14.99,2022-03-24,,True
13123,Premium Cloud Storage,9.99,2022-07-16,2022-09-07,False
13125,Premium Cloud Storage,9.99,2022-03-23,,True
13130,Premium Cloud Storage,9.99,2022-01-24,2022-03-14,False
13139,Premium Cloud Storage,14.99,2022-10-14,2023-05-07,False
13140,Premium Cloud Storage,14.99,2022-02-01,2022-09-26,False
13141,Premium Cloud Storage,9.99,2022-06-28,,True
13143,Premium Cloud Storage,9.99,2022-08-29,2022-09-07,False
13148,Premium Cloud Storage,9.99,2022-02-24,2023-05-17,False
13157,Premium Cloud Storage,14.99,2022-04-08,,True
13162,Premium Cloud Storage,14.99,2022-01-29,2022-10-30,False
13166,Premium Cloud Storage,9.99,2022-09-20,,True
13171,Premium Cloud Storage,14.99,2022-11-06,2023-01-16,False
13178,Premium Cloud Storage,9.99,2022-12-06,,True
13180,Premium Cloud Storage,14.99,2023-01-03,,True
13181,Premium Cloud Storage,14.99,2022-05-31,,True
13182,Premium Cloud Storage,14.99,2022-04-20,2022-12-16,False
13187,Premium Cloud Storage,14.99,2022-10-21,,True
13192,Premium Cloud Storage,9.99,2022-10-21,,True
13195,Premium Cloud Storage,9.99,2022-08-23,,True
13197,Premium Cloud Storage,9.99,2022-03-01,2022-06-04,False
13201,Premium Cloud Storage,9.99,2022-02-10,2022-12-19,False
13206,Premium Cloud Storage,9.99,2022-11-25,2022-12-02,False
13211,Premium Cloud Storage,9.99,2022-02-20,,True
13216,Premium Cloud Storage,14.99,2022-04-11,,True
13217,Premium Cloud Storage,14.99,2022-12-13,,True
13221,Premium Cloud Storage,14.99,2022-03-19,,True
13223,Premium Cloud Storage,14.99,2022-09-28,,True
13226,Premium Cloud Storage,14.99,2022-10-09,2022-10-17,False
13227,Premium Cloud Storage,14.99,2022-02-17,,True
13232,Premium Cloud Storage,14.99,2022-01-22,,True
13234,Premium Cloud Storage,14.99,2022-07-07,2022-09-11,False
13235,Premium Cloud Storage,14.99,2022-02-02,2022-03-24,False
13236,Premium Cloud Storage,14.99,2022-06-10,,True
13237,Premium Cloud Storage,9.99,2022-03-10,2022-05-07,False
13243,Premium Cloud Storage,9.99,2022-08-06,2022-10-10,False
13245,Premium Cloud Storage,14.99,2022-07-30,,True
13252,Premium Cloud Storage,9.99,2022-04-06,,True
13256,Premium Cloud Storage,9.99,2022-03-10,,True
13257,Premium Cloud Storage,14.99,2022-01-10,,True
13261,Premium Cloud Storage,9.99,2022-09-03,2022-10-20,False
13264,Premium Cloud Storage,9.99,2022-07-11,,True
13265,Premium Cloud Storage,14.99,2022-03-13,2022-08-04,False
